ЕРБСММЮ=Единый Реестр Ботов-СММщиков Ютуба. Список активно не ведётся. Подробнее: [1](https://t.me/YTObserver/118), [2](https://t.me/YTObserver/129), [3](https://t.me/YTObserver/138), [4](https://t.me/YTObserver/148), [5](https://t.me/YTObserver/148), [6](https://t.me/YTObserver/151)
UCLlwv6zNyhg9neqbio2PaRA=22 Sep, 2016 #1
UCCrjTZrlnqXewFLa0cFNgVw=Jun 28, 2018 #3
UCJXRnxY3UKkU5Z6ZBZj9Ztw=Jun 28, 2018 #3
UC13w4MNiDSrqK5cSM0COjzQ=Mar 22, 2015 #3
UCxGvjSNhdYqHe0je64uaHlw=Nov 16, 2011 #3
UCkgteexmBbCZp2jdKLcCC2Q=May 28, 2017 #3
UCitdUwoBDBnKCSz17gMLxkw=Feb 1, 2013 #3
UC9rsYFDGm8kit3BYrhAW2zw=Jan 27, 2015 #3
UCJom4Ss_dzx12MH_le0FfMw=Dec 19, 2012 #3
mirrotvorec1=Oct 7, 2011 #3
UCR0LRSD3OiB6zSdSNWZMAng=Mar 3, 2012 #3
Marinatru11=May 24, 2011 #3
UCcIEQZqhNxNTXJAYQcKMUCA=Jul 17, 2018 #3
UCogB0su_dJOAvqAlkZS7BLA=Dec 3, 2013 #3
UCDal84gw-nMDZ-g4lcH7mGA=Jan 27, 2014 #3
UC4nmIejmbTBiYVvYuWDK2Kg=Jul 27, 2015 #3
UCavXN2oaw22n6RbNgpbJgLA=Nov 21, 2011 #3
UCi7_eezjyoYZjnUP0Lh6nPg=Jan 22, 2012 #3
UCmZdqguA_9c3QETW9Xhw0RA=Dec 8, 2011 #3
UCsbPJ4GCQ3IV3bg3EHgoIww=Sep 25, 2017 #3
UCiZM4cGEhz6LVi3LyzqIn7A=Oct 9, 2012 #3
UCD2Qi0l_mcJvAl2taD2_PSg=Aug 1, 2016 #3
UCs-bHIVE45J31e00nX0h1jw=May 29, 2015 #3
molot907=Sep 4, 2008 #3
UCinVozm3_dDLCgwm7Zc_qag=Sep 7, 2013 #3
htgassify=Dec 14, 2012 #3
UC3rUQdnY2LPFdfMK8QtvrwQ=Apr 9, 2018 #3
UCANBgvi1zfmaW2MwX62X8Dg=Nov 23, 2016 #3
UCg18RtBMKtrAjH7BsMNKH7A=Aug 16, 2016 #3
UCJpOqadtYofnbtE17BuGupQ=Aug 16, 2017 #3
UCXlQrubSJlIfV8rgQuGLvfw=Aug 20, 2013 #3
UCcPGlWr2uREEHdSL2KEZqMg=Nov 22, 2015 #3
TheFunCats=Dec 16, 2011 #3
UCzri6Po1WT2RkErcoAZSXMg=Jul 20, 2016 #3
UCSJT-CWmAZ-MOXcekevO43w=Mar 1, 2016 #3
UCRAtkRgFzLuX8vD6PuI66hg=Apr 19, 2016 #3
UCQvtmu1zoCFXV2OAPVF4ylw=Jan 5, 2015 #3
UC4UqmIBM5diVLfZanWW8Fvw=Jun 22, 2018 #3
UCLhU7R4nkTmBQQ_06LeZTbw=Aug 2, 2017 #3
UCQ0cD8hKtUMpEDB7DW062KA=Jan 28, 2013 #3
UCqJLcJtssR9JhAG0QE4ciWg=Jul 11, 2017 #3
UCuSInzFg8cH3wjW08j57zPQ=Oct 14, 2014 #3
UCsyahl2cFvN9as_BAfqmrjw=Nov 5, 2014 #3
UCx4QshHyODSbDAv73d4u8kQ=Feb 14, 2015 #3
UCvqrMKBavmNsr1bFy-c7rOw=Mar 27, 2016 #3
UC5RysobSN8vqvFdbavNZjWA=Sep 3, 2012 #3
UCoL0uLvnjihM2wGGn1YfviQ=Jul 4, 2013 #3
UC9EE_rwsjusNteCYR1bqJ4w=Aug 10, 2017 #3
UCvx0j5HcyXxocHQIXQ7BHcQ=Jun 16, 2016 #3
Freedom2012Al=Mar 18, 2011 #3
UCHP2zVoyCNZKjf_ni4Dem3w=Aug 13, 2015 #3
UCP9vPnGzEyfMmS8T2EJtwfg=Jul 9, 2018 #3
rbhrthbx=Dec 22, 2011 #3
UCsLi-m5_PUrfMLSY1Q2P46w=Oct 17, 2011 #3
UChKGA09jJoX2kWVUr9WmB-Q=Nov 14, 2013 #3
UCOuoC3AwoLFeDmQGnCxfh2Q=Jun 28, 2018 #3
UCCP4BPeUBVR3Ezy3PbaBLpg=Dec 19, 2014 #3
UCkH1xwO3G5182nW07j18NYg=Aug 29, 2015 #3
UC0SAtYl-PdMhGPYmaM8rc-g=Nov 5, 2014 #3
UCAtWBkq6jn6xQGMSWiAiCeQ=Jul 6, 2016 #3
UCyivuf7WZdj73iwi6Daj0oA=Nov 21, 2017 #3
UCC0bDxBDKeKYO5yax2w_xvQ=Feb 1, 2018 #3
ivandr68=Mar 8, 2008 #3
UCmUdXKhiZDFSn1jrmGm2QUA=Jul 22, 2012 #3
UCzEL4euRd7VkxubcNE12B_A=Apr 29, 2015 #3
UCRGdKZ6hx_9EB4qR75I3RmA=Apr 1, 2018 #3
UC4S4dGno3reVWAAiR-KUdCA=Jan 24, 2017 #3
UCfCL_5KS4mpb3KWdbLUyz7w=Jun 29, 2018 #3
UCG8B0kfCDSMPUMFjYlSOb9Q=Oct 3, 2013 #3
UCEwz40I75flCMXBwYAb8xTA=Oct 7, 2014 #3
UCBH269G3WdEU7JAlLHJ8-_g=Oct 2, 2013 #3
UC_mOtRtx8yoojsS5Q689J_Q=Feb 14, 2017 #3
UCm0lPrXa0rkU_lnwq6b-R0A=Jun 25, 2018 #3
UC9_TcnXzd599u_hDz3zfMEQ=Oct 23, 2011 #3
UCg8IW8fKoIbUVXniQzk8QFw=Feb 14, 2013 #3
UCEvz8svwZl3V56BMQV4glTg=Jul 3, 2018 #3
UCdqTcivbKME4Sz-uyTqfazA=Sep 9, 2013 #3
UC1mSds9_2aN4zqI3JJwbqVg=Aug 14, 2012 #3
UCxzkX8Byl2VHRKm8_yBDoNw=Jul 21, 2014 #3
UCToGR7FMncp2lF3CSb9ey3g=May 18, 2014 #3
UCl2RR_fb9G2PI1nAnwkVSCQ=Aug 4, 2017 #3
UCCk0egjHZ7X5z752zHkmt7g=Feb 26, 2016 #3
UCPUwBrhga3QqS1ha4qMsNyg=Mar 8, 2013 #3
UC1wr8owl1CICemHDY-lutog=May 17, 2015 #3
UCZvSEx6FQJI1oyGkh9bvC5g=Jun 25, 2018 #3
UCDNLabN2H1UXNHoxa2WuG7A=Jun 28, 2018 #3
UCE7qyo3Eyqp_um_QQZo3F9A=Jun 28, 2018 #3
UC2Twu-lmLBX1NtuTKvcihRw=Jul 4, 2013 #3
UCbbD1KgV-ZV7cNzSxDefQ4g=Oct 3, 2014 #3
UC7J4gvK7nKqqOZSz45u7Sjw=Feb 9, 2016 #3
UCcQ3Y1eVPhh-V78oKpojMRg=Oct 31, 2017 #3
DeafExpertsOwner=Nov 20, 2008 #3
UCWsMG01jHjo6ttIEhaREcqQ=Mar 15, 2018 #3
UCTXiycig8zhGGGCbYcjUOWQ=Nov 13, 2015 #3
UC2qS7zjixAI3IDVe6Ec_G_g=Jun 14, 2014 #3
UCb4jdTRQ_mw1K17OlNq18pw=Apr 9, 2018 #4
UCBCMRqnjgCS3eI_ig-cpoxQ=Apr 9, 2018 #4
UCgbqzm36YSlTvZCM2pfo11A=Apr 9, 2018 #4
UCIevMRnaK6FKjuYVU6WyeQg=Apr 9, 2018 #4
UCUo3bh-nq7cwD0gt1XBWVXA=Apr 9, 2018 #4
UCavl3AUrYELE8Wy728ov6Fg=Apr 11, 2018 #4
UCAw0Dubnxc8MLnFHuEjGU7A=Apr 11, 2018 #4
UC9wFgRZQP1F1qrF0WB5OMAQ=Apr 11, 2018 #4
UCEvO9aPWEy2POz7KkvJjnmw=Apr 11, 2018 #4
UCy3-uGzJebvvLiWs636BcyQ=Apr 11, 2018 #4
UCOXHBgBwBwCfh89olhuTMlA=Apr 28, 2018 #4
UCmf1OnOSjiUqSAHkP7lT9bA=Apr 28, 2018 #4
UC7jdXWhrlwD4EctGWOQkCEg=Apr 28, 2018 #4
UClg7_sof3OJWkCJUX4lGFvQ=May 25, 2018 #4
UCiDB8sCrvQecjQSbZnYQ0kA=May 25, 2018 #4
UCInxqpPBEZuc7xvYooB7vHg=May 25, 2018 #4
UCLSZbSUwQ4zOuNvqWsJh-cw=Aug 6, 2018 #4
UClhWIm7W5zMhYRNSC2hS7NA=Aug 15, 2018 #4
UC_ro8K95UC8tVCVZyclSvqA=Aug 15, 2018 #4
UC5Cewjzy4FdnFoQwrhPHd9g=Aug 16, 2018 #4
UCAWP4ONj8Z42hffjiG9teDw=Aug 16, 2018 #4
UCWLkq9Dcj-bKj04HDlR6EQw=Jul 27, 2018 #5
UC8l-5kRyBRfApgF5sUP7B5A=Jul 27, 2018 #5
UCfIC3lYIdM055tVZfe4Mpjg=Jul 27, 2018 #5
UCFYnsIm-yWkcP_8y5FTjs8Q=Jul 27, 2018 #5
UCcJ_qOmStgOEJL8Bdf-6vAQ=Jul 27, 2018 #5
UCjuPWKaXClGHc9FJsN-Evfw=Jul 27, 2018 #5
UCv1ssHV0V2mg9XYHVxbYoaA=Jun 13, 2018 #5
UCRM2-hdiiTSIg8udtcnWjBQ=Jun 14, 2017 #5
UClsyIG2j_hdlBiRvLZnERTA=Sep 22, 2013 #5
UCjx3MM98ANxKg_a3tsj7o2Q=Dec 17, 2011 #5
UCBwP3lhQGoIEFvhb6KIaryQ=Jan 17, 2013 #5
UC4ZXs5Ba3G3FVgu-8ywYrDA=Jan 22, 2017 #5
UC8YYWZDjO0bloLmyz8wriaQ=Jan 18, 2014 #5
UCh-n0MN95Ice_CMzXex4quA=Feb 28, 2017 #5
UCx0pL4_GiI35Vv48KxFepZg=Jun 13, 2013 #5
UCiedXmJMOc3_bmiP4m1PCCg=Jan 18, 2014 #5
UChEUb_A8Xwt-2LCPE-myp3A=Nov 19, 2014 #5
UCcRwoBOjCzn5CwyuisgMzdw=Jan 3, 2013 #5
UC7OxyhVDZKicjSKmzH2zU5A=Mar 2, 2016 #5
Zluka777LV=Dec 3, 2011 #5
biatris7=Aug 3, 2008 #5
UC1h9wFbJWwdiZqdYY8pTwLQ=May 17, 2018 #5
UCmODZH4r1qbFvjO1K3-tg0Q=Jul 27, 2018 #5
UCqNFcrhBKsubcyr6AL-rBbw=Jan 22, 2016 #5
Thinkler83=Aug 9, 2009 #5
UC36QlylMGErALfJBTy8D_Eg=Mar 13, 2013 #5
UC0Ss8g6sk9DNwyBc6mZO7Ig=Mar 7, 2015 #5
UCFBew6lmJAtzCiWV9xDcCqQ=Feb 29, 2016 #5
UCi7nBkOR_bAGGpuQhl3sCTg=Aug 26, 2016 #6
UCSPIZkop_Kb82529iwZHD6Q=Aug 26, 2016 #6
UCAUrrYIqhls3y6_UtB48Haw=Aug 26, 2016 #6
UCRoj5Ec39r-t42-69xPLXQA=Aug 26, 2016 #6
UCUgNqa1havYoIAUZwHbmSeg=Aug 26, 2016 #6
UC5OutWovHJPwxQ2M-Dd-8zA=Aug 26, 2016 #6
UCVAZhu9RNIbULEoOQ9qpWgw=Aug 26, 2016 #6
UCgo-eoSTZ4WealSjuwmg_3A=Aug 26, 2016 #6
UCnFq12kPPS4HQHl83RM7fKQ=Aug 26, 2016 #6
UCvUpdfz2begVCPCqyvqFhJg=May 26, 2018 #6
UCberNhnV4g9KvV3awTyaXWg=May 26, 2018 #6
UCUkY6uyE6Bn8VBKZDwrfAlA=May 26, 2018 #6
UCS8nVYO7Ty6Kqgx3FcPYQbw=May 26, 2018 #6
UCxpP2KQxewALmb98dQO3wgw=May 26, 2018 #6
UC7LC16ij0Zb0dLYDzYZJsXw=May 26, 2018 #6
UCfg8kGBvGYF8VZawleewVdw=May 26, 2018 #6
UC5tM2A48jv6MVAKCo3mPKjw=May 26, 2018 #6
UCF32vgfG5x_TfaLaS0-L3uw=May 26, 2018 #6
UCscR01KtitJ_WmjcvCBIG0w=May 26, 2018 #6
UCktaKllvrzSZWUlT863LKXQ=May 26, 2018 #6
UCfKvSBoFF7NlJaZtBM0lB7g=May 26, 2018 #6
UCRbKKLFoPsOKMxM02neun1A=May 26, 2018 #6
UCJ1ouDycCekhz0oWCBp674w=May 26, 2018 #6
UCuVD1j6zBe7_X8pnxaiceow=May 26, 2018 #6
UCqZrrB2Zz2Zydjn6OHrlcxQ=May 26, 2018 #6
UCGPFlLm-gNA-UCyHiscJgBw=May 26, 2018 #6
UCrAV0Pkx82kOwwXNjWdERpA=May 26, 2018 #6
UCZE6NrETdxvvT1h928NUsFw=May 26, 2018 #6
UCfqpb5xVbF7xolfM55XKX8g=May 26, 2018 #6
UCujAB8DCFR2AHkt5WVFCtiw=May 26, 2018 #6
UCXc0WkU5e_fTl0T_4msT9Cg=May 26, 2018 #6
UCGbIN3jvoyqY36USKKEB2Kg=May 26, 2018 #6
UCX5Oepsy3cE1ogYACZwsdFQ=May 26, 2018 #6
UCPurfOnVVopzv-gkOAssiUg=Aug 2, 2018 #6
UC1C5-SXFVYFPU3ZL3evk4fg=Aug 2, 2018 #6
UCevPXN8cPYDpcEwAefWVcCg=Aug 2, 2018 #6
UCeSgVIgTD5vU-ofw8jsh3LA=Aug 2, 2018 #6
UC0-7A3F_cK8dxQ_hHRQiCfg=Aug 2, 2018 #6
UCqmPI8vycI2zyUqiRLccPqQ=Aug 2, 2018 #6
UCYtv545_KZuMLTOuzuR-R3A=Aug 2, 2018 #6
UCNU_pEfMA85A5c2JBc5vgaw=Aug 2, 2018 #6
UChaR23qitjCEhlt2lbEBAHw=Aug 2, 2018 #6
UCQOtK0jfjSEbm2xhy4CR8jw=Aug 2, 2018 #6
UC4myobumgXOdZ_-wj7gQlfg=Aug 2, 2018 #6
UCgMYC5RioH0NFiDDTvjtElg=Aug 2, 2018 #6
UCesiJQmnX9ZciuzBSOWhwLQ=Aug 2, 2018 #6
UCur4hH-FVak1GBLubmn8eYA=Aug 2, 2018 #6
UC7gxxqNnygG4T-f4kZNQdnw=Apr 19, 2018 #6
UCBo5YDFS55YDO3kDomMZIUg=Apr 19, 2018 #6
UCAP7QLsDkpMk2T3aXiAdd1A=Apr 19, 2018 #6
UC5l2lp5rPDPgMeWM_6mM_Rw=Apr 19, 2018 #6
UCxl90tc8iPhRtNT7-H6I36A=Apr 19, 2018 #6
UCxvuSFS8ZlOIiBNG5Y-vegg=Apr 19, 2018 #6
UCBan5xDm0FQ_F8uBjZv7t-Q=Apr 19, 2018 #6
UCFDJSbAOAqjqOFMgfZnWjqQ=Apr 19, 2018 #6
UCrgBeZfaCk9ZOkaniBp_2JQ=Apr 19, 2018 #6
UCYnbIxMCIGpGxgQJUJVdYhw=Apr 19, 2018 #6
UCWuDZmI9CndlqhDNi_N1dWA=Apr 19, 2018 #6
UCqZdXMnutBT3JL5IlIEne9w=Apr 19, 2018 #6
UCZjz6p3ANQQD0Nlf5OuX26w=Apr 19, 2018 #6
UCc5rgRKsMeh4W7J9ocs9FOA=Apr 19, 2018 #6
UCbNrKBemFq1L6YdlibETxTg=Apr 19, 2018 #6
UCHOkVyCWF6CQ1cmHNprop4g=Apr 19, 2018 #6
UChl7IJIvDlJbSA5mVxxwI8Q=Apr 19, 2018 #6
UCevjlhOGB0J1bvIOWB4nOWw=Apr 19, 2018 #6
UCgJFLnlsgq2RmBtk4mzk40w=Apr 19, 2018 #6
UCXjDuJ20_fytINcc44hzz3A=Apr 19, 2018 #6
UCGX5C5AT1HV6Q4g38jhXSnA=Apr 19, 2018 #6
UCL41uvHdjHaTbm6DciXS2gA=Apr 19, 2018 #6
UCyIloLpq_Pn4gh0rqZIDqmQ=Apr 19, 2018 #6
UCP4jhNppf0mNKqiK87g1a5Q=Apr 19, 2018 #6
UCU4TDdlRwTc6J1ssjdc1k2A=Apr 19, 2018 #6
UChYmtkDM3Pa8meG2KlSmAbg=Apr 19, 2018 #6
UCHQTEBCpyvP78uC09ZaN3ug=Apr 19, 2018 #6
UCExhHML__2z7eHInvrI2lWQ=Apr 19, 2018 #6
UCnNI3Xd1sF02hihR40fDJzA=Apr 19, 2018 #6
UCFSNRRCrTY_TUThKcPEWh_g=Apr 19, 2018 #6
UCqRejPQBZ6xFRnPnlha62Zg=Apr 19, 2018 #6
UCgaDcHWPPdHOg17qGCuz52Q=Apr 19, 2018 #6
UC1ps3e_LzOOwj4ULEozBd7Q=Apr 19, 2018 #6
UCvCUsQk_-nL_ZbmnnqIaGmQ=Apr 19, 2018 #6
UC15jbeE4gSgwwSKaVm90Zyg=Apr 19, 2018 #6
UCDSq1HFjvCpe0WHIDG5hVsg=Apr 19, 2018 #6
UCyhW3l_3h4C18pSylpmII7Q=Apr 19, 2018 #6
UCnN4fBbD-2zpbtvr64HczoA=Apr 19, 2018 #6
UCmVVEGzcNPNQ3kHtjk_fzhA=Apr 19, 2018 #6
UClYyKeR-Dl6cykaWj5IXxoQ=Apr 19, 2018 #6
UCiyLFZhFD4kVk7WzqXFiYuQ=Apr 19, 2018 #6
UCIL_72HomGhq6JbfanxzzaQ=Apr 19, 2018 #6
UCZQNlazGqrgRf4iaBjlXxrg=Apr 19, 2018 #6
UCLKjsWJReAb5uT-cqWmo-vA=Apr 19, 2018 #6
UCHPMLN16TuetoAqfPFKQk7g=Apr 19, 2018 #6
UCSDN8zmPfkGlZduRdzHMp0w=Apr 19, 2018 #6
UCIMMALVJPE0t97eEcGwKjxw=Apr 19, 2018 #6
UC7kCMePoyw9YkKw57DG6G4A=Apr 19, 2018 #6
UCXQdwoD_B2mJhIfROFSFcvg=Apr 19, 2018 #6
UCzLCBAu5TVw0t1SynFybKuw=Apr 19, 2018 #6
UC1oR6HFEVW4b2_yYk1tiJog=Apr 19, 2018 #6
UCuRfr34bX2aWoRK1NlCWWHw=Apr 19, 2018 #6
UCXZCtDlge0O1LgDcUiPiUmg=Apr 19, 2018 #6
UC7RW_-6-oW3Oi-Cw1Lz1k3Q=Apr 19, 2018 #6
UCOqSySZkmQ3JM8CpYIUcT-A=Apr 19, 2018 #6
UC7WU3bIlIUBoeCIw4SIOSXg=Apr 19, 2018 #6
UC6JWWv_HQdpTlcqgTnUlpAg=Apr 19, 2018 #6
UCPyVQg0944EG5eo4nAWgNgA=Mar 6, 2018 #6
UCzorjg4Zy2-fNitCn9q3OXw=Mar 6, 2018 #6
UCGXaiZqvh-cxOdvXqpKxVYg=Mar 6, 2018 #6
UCRCd7lTT91E27PHOFprLgcQ=Mar 2, 2018 #6
UCwBF562kFtZ-eygxGJOg5Pg=Mar 2, 2018 #6
UCFfuYmtrEEiVRcjH_BZohmw=Jul 14, 2018 #6
UCM_5SJWx4mqOQDWf9y13dOQ=Jul 14, 2018 #6
UCA8ABUYxbm0YufpJHMoRX0A=Jul 16, 2018 #6
UCHwt1N2rsc6U997iPoBme1w=Jul 16, 2018 #6
UCTglUYquVSs9s6xho6ZDl5g=Jul 20, 2018 #6
UCd2aywafO9iV6peifsLP_Sg=Jul 20, 2018 #6
UCS44hjFIDcRgSp3QoQfstoA=Jul 21, 2018 #6
UCSn7SMoX02waHrAczgRWjbA=Jul 22, 2018 #6
UCqFnccCJLMs8Uv1oqsl7OCg=Jul 26, 2018 #6
UCJqKOzAc4BmQaqv3mZa7B3w=Jul 27, 2018 #6
UCK_jp80KuuZRyQ7y97HmCSw=Jul 27, 2018 #6
UCpeB9EnsnnzAYfzJFlh9enQ=Jul 28, 2018 #6
UCDA9q9Z35uUUjJPs-ErJrUA=Jul 30, 2018 #6
UCGO2Loo0jRuUtytBhOEKQsQ=Jul 31, 2018 #6
UCgAwF8NpSGIARRibWduHJjQ=Aug 11, 2018 #6
UCCzYjZ9U9twM7Prc8zvgR9A=Aug 19, 2018 #6
UCd7VYu_5cOcqBa0eo3Jkw2g=Aug 21, 2018 #6
UCKDLCYgnzvzT8ed1B0lzafw=Aug 21, 2018 #6
UCzszV10knU8NZH8OqmL1UUw=Aug 21, 2018 #6
UCIWo133v7WC3VbEs74bfQsQ=Aug 22, 2018 #6
UCJIST0VJ8sV3zsF2mhFv1UQ=Aug 22, 2018 #6
UCsva167L5wzuaQ8eeqt_5kQ=Aug 22, 2018 #6
UCtLdx1bAKi-wPd1LwRLwy7A=Apr 10, 2018 #6
UCb4ORbVeQD6pYkm2GoHKgAQ=Apr 16, 2018 #6
UCRV1cPZwr8-srMVw4ZL4pVA=Apr 16, 2018 #6
UCh-_a9oaG1Fp48_QmTAl2zw=Apr 2, 2018 #6
UCfC_v33J8RFG4FEk0AAVqIA=Dec 8, 2012 #7
UC1WWI0LLAJvJ27A049H3fyQ=Dec 25, 2012 #7
UCD7lrhJAo5Q6GJF9rRNqV5A=Dec 25, 2012 #7
UCXLsSbEL8zYHNecQH4ft0uA=Dec 27, 2012 #7
UC-XpcKiIk0GW3hUIsk-qT3A=Dec 27, 2012 #7
UCUi0ZL2yaE2U2GlXD6_WfvQ=Dec 27, 2012 #7
UCt6lOP-q1WDUgoOESmqHsnQ=Dec 27, 2012 #7
UClULkp8skUm9KAYADVRGf9g=Dec 27, 2012 #7
UCnODQtacM3OLdIQzBMKrWMw=Feb 3, 2013 #7
UCo3ccSz7pGO8WgN30K1sHBA=Mar 4, 2013 #7
UC6PbnUYXvx7G9pfUEXJlR3g=Apr 27, 2014 #7
UC--EvhhdTIXUhdgR8xkuazw=Dec 9, 2014 #7
UC2P6TesLsAMO3aBM8PKva6A=Dec 9, 2014 #7
UC6L2IgZ704rrnFrGO0PO_WA=Dec 9, 2014 #7
UCVSLDB9wg63ruC1JojuzSfg=Apr 20, 2015 #7
UC1TDOfPJWXwpYT49qAuXCaA=Apr 20, 2015 #7
UCwlnNsMG_iljbESM13edoHg=Dec 18, 2015 #7
UCuxjSFTFTryEKjWD7fHkwmw=Dec 18, 2015 #7
UCRiLWgSBCtvGAbc5AWQEFEg=Dec 18, 2015 #7
UCcFYLCqs5GgNRMiuajSKrYQ=Dec 26, 2015 #7
UCstl0SC8WEQJzVErujHsaSA=Apr 18, 2016 #7
UCR4m-H4Ph4Hik7x7bZ3Oa5Q=Apr 29, 2016 #7
UCkn2Lmd87tB2pjq2ITvVcCA=Mar 23, 2017 #7
UC-92CGIaEg4dXFjxTFb8dLg=Apr 15, 2017 #7
UCZeEjRKFJqYGPUH59sygBBQ=Apr 15, 2017 #7
UCBYJ8x9GEIYBWBmUBsaKVSA=Apr 15, 2017 #7
UCCYMMngtcUBsL_RAQLSXahA=Apr 15, 2017 #7
UC2F3xRUZmv9tx1H_ftiRc5w=Apr 15, 2017 #7
UCegf-nJ6vyMxFcTwMR58Vpw=Apr 17, 2017 #7
UChtYo-qWPTMgcud9u_c8umA=Apr 17, 2017 #7
UCKPveK8r9HFkOJmzQhNNMnQ=Sep 6, 2018 #7
UC_YoD2AgTL8ejqM0GbkC1gg=Sep 6, 2018 #7
UC-bv-iXSuTqFdwZ7gzOE3MQ=Sep 6, 2018 #7
UCVeu8uMpZpO-1CA4YoQSCwQ=Sep 6, 2018 #7
UCZUoC4fFd-tgUs9QMo6UGzA=Sep 6, 2018 #7
UCxdPlGZkGHEaC0nVQi8g8WA=Sep 6, 2018 #7
UCTo_ueoApYi4_DOW8rWT-YQ=Sep 6, 2018 #7
UC1Zce-uT66UVfnPA_kdwfZw=Sep 6, 2018 #7
UCZbmRQc2xVPqq4oCqabpndQ=Sep 7, 2018 #7
UCsoOhwbrl0N2F397HcVN1fw=Dec 25, 2012 #7
UC9MppuSvCHQsXIvXCdsYS-Q=Dec 25, 2012 #7
UCFZy2luTaoRrXyZHDOfs98A=Dec 25, 2012 #7
UCvHsbdr2YiBEm8N_uD2MpIg=Dec 27, 2012 #7
UCkvC8ip-KRfV3UxM7j11vrw=Dec 27, 2012 #7
UCRZ1Ha2u4xxXxA0kCnZHoaA=Dec 27, 2012 #7
UCUUz1FJdesaC0v8aYLdnnag=Dec 27, 2012 #7
UCXdWA8j9l4dh_8nGjZQWNtQ=Dec 27, 2012 #7
UCWH8pq-Vim8vZBdp3KRT64g=Dec 27, 2012 #7
UCBJo-ljtY_FcDOzoWFofDWw=Mar 4, 2013 #7
UCtxafurXvqIcZRxf58ecxDw=Mar 4, 2013 #7
UCNPajpNgL6H63Wfa_TpSkNg=Mar 4, 2013 #7
UCbMo5bjcPvhOSOKetFJqrvQ=Mar 4, 2013 #7
UCh_GsxFErYW_ho9CBCPRQaQ=Dec 9, 2014 #7
UCgzzAewYp3DVr_IqyfHXefw=Dec 9, 2014 #7
UCw_GUYzRgAOWofPcww0KAFA=Dec 11, 2014 #7
UCfMtALXpP4NpNMeOCAU7K1w=Dec 12, 2014 #7
UC8WZq-3KCZGYZTlnXyAdoVg=Apr 19, 2015 #7
UCg4seHVEgGIyMMH5S7y0jBQ=Apr 19, 2015 #7
UCTXMg3A-Df8R9tLh7JzQ8sQ=Apr 19, 2015 #7
UCvk0_n1tekJ2sD6dylyp1PA=Apr 19, 2015 #7
UCuEbdJaybeU_CzCwO7uQi4w=Apr 20, 2015 #7
UCZy8UZVrad5EXKILWDcUVUA=Apr 20, 2015 #7
UCuUzwsjVGAa4ow8JUixf0Hg=Apr 20, 2015 #7
UCPOzkS4kxKUxFFRUnZrURsg=Apr 20, 2015 #7
UCWa43YiHESLt5yitxEnZduA=Apr 20, 2015 #7
UC7juqaj_uCSOz0T2hfO_mhQ=Apr 20, 2015 #7
UCeIXR8pR_RLKACMe7fpoU7A=Apr 20, 2015 #7
UCcZI8im4uVfFB96Agaz8Ngg=Jun 20, 2018 #7
UC3XF_ETf2lQIJssMMYoX79A=Jun 20, 2018 #7
UCSEvPKlIG3Q1LZalEv65Aag=Jun 20, 2018 #7
UCv-ugWhG8OJK940EFbSkt0A=Apr 15, 2017 #7
UCeY5yTzkTqgGwXoea5rOYOg=Apr 15, 2017 #7
UC7KZ80i1QgztI7ot_cjhGyg=Apr 15, 2017 #7
UCfSpGLtXNhnZIMDK-1P7irA=Apr 15, 2017 #7
UC5-WfYJXuM9VhsMcfT6n2bQ=Apr 17, 2017 #7
UCevH4xaN-PDh_22bBhw0QSA=Apr 18, 2016 #7
UCBeSdHGOjgWHzoXiq3h2orA=Apr 18, 2016 #7
UC3X88fzJfjT5Zd6eM0szBLA=Apr 29, 2016 #7
UCP1pbilHEIi4_kbo9QCneoA=Apr 30, 2016 #7
UCUDnz760Gg4a_V3kmOnqdCA=May 22, 2016 #7
UCP9_dorRdjiOptT2L8PDPCw=Jun 15, 2012 #7
UCEomxqarWID8rFEDM8m9nMQ=Feb 3, 2013 #7
UCB-73web0IAvIuoNEJePqPA=Mar 3, 2018 #8
UC7_f4s00rb8Ct_QvHouvjSw=Sep 17, 2013 #8
UCmfQy1_rcvB5lj51J0T_oIQ=Aug 14, 2013 #8
UCPJVbKvnYOcWrT_nmvq-20w=Jul 27, 2015 #8
Ricks1979=Mar 20, 2007 #8 (?)
UCEM6CFA_-ZcHNZ56YiOZRsA=May 25, 2015 #8 (?)
UCPJDsDMPp7WuBLofkGcBXCA=Jan 26, 2017 #8 (?)
UCgvnXXRKPcuU-FXXCheqhMg=Mar 13, 2018 #8 (?)
